,pos1,pos2,dis,path,relative_dir
10616,"(19, 6)","(3, 10)",20,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10), (3, 10)]]","['left', 'down']"
10617,"(19, 6)","(4, 2)",19,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2), (4, 2)]]","['left', 'up']"
10618,"(19, 6)","(4, 4)",17,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4)]]","['left', 'up']"
10619,"(19, 6)","(4, 5)",18,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5)]]","['left', 'up']"
10620,"(19, 6)","(4, 6)",19,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6)], [(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6), (4, 6)], [(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6), (4, 6)], [(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7), (4, 6)]]",['left']
10621,"(19, 6)","(4, 7)",18,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (4, 7)]]","['left', 'down']"
10622,"(19, 6)","(4, 8)",17,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8)]]","['left', 'down']"
10623,"(19, 6)","(4, 10)",19,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10), (4, 10)]]","['left', 'down']"
10624,"(19, 6)","(5, 2)",18,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3), (5, 2)]]","['left', 'up']"
10625,"(19, 6)","(5, 3)",17,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 3)]]","['left', 'up']"
10626,"(19, 6)","(5, 4)",16,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4)]]","['left', 'up']"
10627,"(19, 6)","(5, 6)",18,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6), (5, 6)], [(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6), (5, 6)]]",['left']
10628,"(19, 6)","(5, 8)",16,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8)]]","['left', 'down']"
10629,"(19, 6)","(5, 9)",17,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9)]]","['left', 'down']"
10630,"(19, 6)","(5, 10)",18,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (5, 9), (5, 10)]]","['left', 'down']"
10631,"(19, 6)","(6, 4)",15,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4)]]","['left', 'up']"
10632,"(19, 6)","(6, 6)",17,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6), (6, 6)], [(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6), (6, 6)]]",['left']
10633,"(19, 6)","(6, 8)",15,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8)]]","['left', 'down']"
10634,"(19, 6)","(7, 2)",16,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 3), (7, 2)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 3), (7, 2)], [(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (14, 3), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (14, 3), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2)]]","['left', 'up']"
10635,"(19, 6)","(7, 3)",15,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 3)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 3)]]","['left', 'up']"
10636,"(19, 6)","(7, 4)",14,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4)]]","['left', 'up']"
10637,"(19, 6)","(7, 5)",15,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5)]]","['left', 'up']"
10638,"(19, 6)","(7, 6)",16,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (7, 5), (7, 6)], [(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7), (7, 6)]]",['left']
10639,"(19, 6)","(7, 7)",15,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 7)]]","['left', 'down']"
10640,"(19, 6)","(7, 8)",14,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8)]]","['left', 'down']"
10641,"(19, 6)","(7, 9)",15,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 9)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 9)]]","['left', 'down']"
10642,"(19, 6)","(7, 10)",16,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 9), (7, 10)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (7, 9), (7, 10)], [(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10)]]","['left', 'down']"
10643,"(19, 6)","(8, 2)",15,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (14, 3), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (14, 3), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2)]]","['left', 'up']"
10644,"(19, 6)","(8, 4)",13,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4)]]","['left', 'up']"
10645,"(19, 6)","(8, 8)",13,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8)]]","['left', 'down']"
10646,"(19, 6)","(8, 10)",15,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10)]]","['left', 'down']"
10647,"(19, 6)","(9, 2)",14,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (14, 3), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (14, 3), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2)]]","['left', 'up']"
10648,"(19, 6)","(9, 4)",12,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (9, 4)]]","['left', 'up']"
10649,"(19, 6)","(9, 6)",14,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (10, 5), (10, 6), (9, 6)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (10, 5), (10, 6), (9, 6)], [(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (10, 5), (10, 6), (9, 6)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (10, 5), (10, 6), (9, 6)], [(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (11, 6), (10, 6), (9, 6)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (11, 6), (10, 6), (9, 6)]]",['left']
10650,"(19, 6)","(9, 8)",12,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8), (9, 8)]]","['left', 'down']"
10651,"(19, 6)","(9, 10)",14,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10)]]","['left', 'down']"
10652,"(19, 6)","(10, 2)",13,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (14, 3), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (14, 3), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2)]]","['left', 'up']"
10653,"(19, 6)","(10, 4)",11,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4)]]","['left', 'up']"
10654,"(19, 6)","(10, 5)",12,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (10, 5)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (10, 5)], [(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (10, 5)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (10, 5)]]","['left', 'up']"
10655,"(19, 6)","(10, 6)",13,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (10, 5), (10, 6)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (10, 5), (10, 6)], [(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (10, 5), (10, 6)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (10, 5), (10, 6)], [(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (11, 6), (10, 6)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (11, 6), (10, 6)]]",['left']
10656,"(19, 6)","(10, 8)",11,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8), (10, 8)]]","['left', 'down']"
10657,"(19, 6)","(10, 10)",13,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10)]]","['left', 'down']"
10658,"(19, 6)","(11, 2)",12,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (14, 3), (14, 2), (13, 2), (12, 2), (11, 2)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (14, 3), (14, 2), (13, 2), (12, 2), (11, 2)]]","['left', 'up']"
10659,"(19, 6)","(11, 4)",10,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4)]]","['left', 'up']"
10660,"(19, 6)","(11, 5)",11,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5)]]","['left', 'up']"
10661,"(19, 6)","(11, 6)",12,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (11, 6)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (11, 5), (11, 6)]]",['left']
10662,"(19, 6)","(11, 8)",10,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (13, 8), (12, 8), (11, 8)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (13, 8), (12, 8), (11, 8)]]","['left', 'down']"
10663,"(19, 6)","(11, 10)",12,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10), (11, 10)], [(19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (16, 8), (15, 8), (14, 8), (14, 9), (14, 10), (13, 10), (12, 10), (11, 10)]]","['left', 'down']"
10664,"(19, 6)","(12, 2)",11,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (14, 3), (14, 2), (13, 2), (12, 2)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (14, 3), (14, 2), (13, 2), (12, 2)]]","['left', 'up']"
10665,"(19, 6)","(12, 4)",9,"[[(19, 6), (18, 6), (17, 6), (16, 6), (15, 6), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4)], [(19, 6), (18, 6), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4)]]","['left', 'up']"
